subsession.round_number,group.id_in_subsession,subsession.priorities_by_prize,player.id_in_group,player.pref_ranking,player.player_valuations
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",6,BAFECD,"[13, 15, 3, 1, 5, 7]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",7,BADFEC,"[13, 15, 1, 7, 3, 5]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",8,BACEFD,"[13, 15, 7, 1, 5, 3]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",1,ABFCED,"[15, 13, 5, 1, 3, 7]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",2,ABEDFC,"[15, 13, 1, 5, 7, 3]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",3,ABEFCD,"[15, 13, 3, 1, 7, 5]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",4,ABFDEC,"[15, 13, 1, 5, 3, 7]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",5,BADCFE,"[13, 15, 5, 7, 1, 3]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",6,BACEDF,"[13, 15, 7, 3, 5, 1]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",7,BADEFC,"[13, 15, 1, 7, 5, 3]"
18,4,"[6, 7, 4, 5, 8, 3, 2, 1]",8,BAECDF,"[13, 15, 5, 3, 7, 1]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",1,ABECDF,"[15, 13, 5, 3, 7, 1]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",2,ABEFDC,"[15, 13, 1, 3, 7, 5]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",3,ABFCED,"[15, 13, 5, 1, 3, 7]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",4,ABDFCE,"[15, 13, 3, 7, 1, 5]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",5,BACFDE,"[13, 15, 7, 3, 1, 5]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",6,BAEDFC,"[13, 15, 1, 5, 7, 3]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",7,BAEFCD,"[13, 15, 3, 1, 7, 5]"
18,5,"[5, 3, 2, 1, 7, 8, 4, 6]",8,BACFED,"[13, 15, 7, 1, 3, 5]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",1,ABCEDF,"[15, 13, 7, 3, 5, 1]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",2,ABDEFC,"[15, 13, 1, 7, 5, 3]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",3,ABCFDE,"[15, 13, 7, 3, 1, 5]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",4,ABCEFD,"[15, 13, 7, 1, 5, 3]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",5,BAECDF,"[13, 15, 5, 3, 7, 1]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",6,BACFED,"[13, 15, 7, 1, 3, 5]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",7,BADCEF,"[13, 15, 5, 7, 3, 1]"
19,1,"[6, 7, 2, 3, 5, 8, 4, 1]",8,BACDEF,"[13, 15, 7, 5, 3, 1]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",1,ABEFCD,"[15, 13, 3, 1, 7, 5]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",2,ABDFCE,"[15, 13, 3, 7, 1, 5]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",3,ABECFD,"[15, 13, 5, 1, 7, 3]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",4,ABECFD,"[15, 13, 5, 1, 7, 3]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",5,BAFCED,"[13, 15, 5, 1, 3, 7]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",6,BAFCED,"[13, 15, 5, 1, 3, 7]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",7,BADECF,"[13, 15, 3, 7, 5, 1]"
19,2,"[2, 3, 7, 6, 8, 4, 1, 5]",8,BACFDE,"[13, 15, 7, 3, 1, 5]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",1,ABCEDF,"[15, 13, 7, 3, 5, 1]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",2,ABEDFC,"[15, 13, 1, 5, 7, 3]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",3,ABCFED,"[15, 13, 7, 1, 3, 5]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",4,ABCDEF,"[15, 13, 7, 5, 3, 1]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",5,BADCFE,"[13, 15, 5, 7, 1, 3]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",6,BAFDEC,"[13, 15, 1, 5, 3, 7]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",7,BAECDF,"[13, 15, 5, 3, 7, 1]"
19,3,"[8, 7, 5, 3, 4, 1, 2, 6]",8,BACFED,"[13, 15, 7, 1, 3, 5]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",1,ABDFCE,"[15, 13, 3, 7, 1, 5]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",2,ABCEFD,"[15, 13, 7, 1, 5, 3]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",3,ABDCFE,"[15, 13, 5, 7, 1, 3]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",4,ABCDEF,"[15, 13, 7, 5, 3, 1]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",5,BADCFE,"[13, 15, 5, 7, 1, 3]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",6,BAECDF,"[13, 15, 5, 3, 7, 1]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",7,BADFEC,"[13, 15, 1, 7, 3, 5]"
19,4,"[6, 7, 5, 4, 2, 1, 8, 3]",8,BAEFDC,"[13, 15, 1, 3, 7, 5]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",1,ABEDCF,"[15, 13, 3, 5, 7, 1]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",2,ABCFED,"[15, 13, 7, 1, 3, 5]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",3,ABDECF,"[15, 13, 3, 7, 5, 1]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",4,ABCDFE,"[15, 13, 7, 5, 1, 3]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",5,BACFDE,"[13, 15, 7, 3, 1, 5]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",6,BADCFE,"[13, 15, 5, 7, 1, 3]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",7,BACEFD,"[13, 15, 7, 1, 5, 3]"
19,5,"[7, 5, 6, 3, 1, 4, 2, 8]",8,BACEFD,"[13, 15, 7, 1, 5, 3]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",1,ABEFCD,"[15, 13, 3, 1, 7, 5]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",2,ABCDFE,"[15, 13, 7, 5, 1, 3]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",3,ABCFED,"[15, 13, 7, 1, 3, 5]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",4,ABCFDE,"[15, 13, 7, 3, 1, 5]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",6,BAFDEC,"[13, 15, 1, 5, 3, 7]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",7,BAFDCE,"[13, 15, 3, 5, 1, 7]"
20,1,"[3, 6, 1, 2, 8, 7, 4, 5]",8,BADCFE,"[13, 15, 5, 7, 1, 3]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",1,ABCFED,"[15, 13, 7, 1, 3, 5]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",2,ABCFDE,"[15, 13, 7, 3, 1, 5]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",3,ABCDEF,"[15, 13, 7, 5, 3, 1]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",4,ABFCDE,"[15, 13, 5, 3, 1, 7]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",5,BADEFC,"[13, 15, 1, 7, 5, 3]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",6,BAFDEC,"[13, 15, 1, 5, 3, 7]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",7,BACEFD,"[13, 15, 7, 1, 5, 3]"
20,2,"[8, 2, 5, 6, 1, 4, 7, 3]",8,BADCEF,"[13, 15, 5, 7, 3, 1]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",1,ABFDCE,"[15, 13, 3, 5, 1, 7]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",2,ABDECF,"[15, 13, 3, 7, 5, 1]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",3,ABFDEC,"[15, 13, 1, 5, 3, 7]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",4,ABFEDC,"[15, 13, 1, 3, 5, 7]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",5,BAECDF,"[13, 15, 5, 3, 7, 1]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",6,BAFDEC,"[13, 15, 1, 5, 3, 7]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",7,BAFDCE,"[13, 15, 3, 5, 1, 7]"
20,3,"[4, 2, 6, 7, 3, 5, 1, 8]",8,BAEDCF,"[13, 15, 3, 5, 7, 1]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",1,ABECDF,"[15, 13, 5, 3, 7, 1]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",2,ABCFDE,"[15, 13, 7, 3, 1, 5]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",3,ABCFED,"[15, 13, 7, 1, 3, 5]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",4,ABDCEF,"[15, 13, 5, 7, 3, 1]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",5,BAFCDE,"[13, 15, 5, 3, 1, 7]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",6,BAECDF,"[13, 15, 5, 3, 7, 1]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",7,BADCFE,"[13, 15, 5, 7, 1, 3]"
20,4,"[6, 8, 3, 5, 4, 2, 7, 1]",8,BAFECD,"[13, 15, 3, 1, 5, 7]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",1,ABFEDC,"[15, 13, 1, 3, 5, 7]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",2,ABCDEF,"[15, 13, 7, 5, 3, 1]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",3,ABDCFE,"[15, 13, 5, 7, 1, 3]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",4,ABDCEF,"[15, 13, 5, 7, 3, 1]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",5,BADEFC,"[13, 15, 1, 7, 5, 3]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",6,BAEFDC,"[13, 15, 1, 3, 7, 5]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",7,BACDEF,"[13, 15, 7, 5, 3, 1]"
20,5,"[2, 7, 4, 1, 6, 5, 8, 3]",8,BAFCED,"[13, 15, 5, 1, 3, 7]"
